source,target,weight
Dane Whitman (Earth-1193),Blackagar Boltagon (Earth-8910),10.0
Peter Parker (Earth-8910),Matthew Murdock (Earth-8910),10.0
Wanda Maximoff (Earth-8910),Owen Reece (Earth-8910),10.0
Thor Odinson (Earth-1193),Gorgon Petragon (Earth-8910),10.0
Hellfire Club,Aleytys Forrester,10.0
Medusalith Amaquelin (Earth-8910),Meggan Puceanu,10.0
Psycho-Man (Earth-8910),Norman Osborn (Earth-8910),10.0
Komitet Gosudarstvennoy Bezopasnosti,Andrea von Strucker,10.0
Katherine Pryde (Earth-811),Roberta (Earth-8910),10.0
Thor Odinson (Earth-8910),Quentin Beck (Earth-8910),10.0
Wolfgang von Strucker,Andrea von Strucker,10.0
Excalibur,Blastaar (Earth-8910),10.0
Ronan (Earth-8910),Ulysses Klaw (Earth-8910),10.0
Psycho-Man (Earth-8910),Rogue (Anna Marie) (Earth-8910),10.0
Nina Da Costa,Kurt Wagner,10.0
Piotr Rasputin (Earth-5311),Piotr Rasputin,10.0
Scott Summers (Earth-811),Reed Richards (Earth-811),10.0
George Tarleton (Earth-8910),Susan Storm (Earth-8910),10.0
William (Earth-1193),Pietro Maximoff (Earth-8910),10.0
Sean Cassidy,"Landau, Luckman & Lake",10.0
Mohawk (Children of Heaven),Voodoo (Donny),10.0
Zheng Shang-Chi (Earth-8910),Mar-Vell (Earth-8910),10.0
Daniel Shomron,Aleytys Forrester,10.0
Pietro Maximoff (Earth-8910),Vision (Earth-8910),10.0
Gailyn Bailey,Monitor,10.0
Cr'reee,James Jaspers,10.0
Brian Braddock,Peter Parker (Earth-8910),10.0
Alistaire Stuart,Bruce Banner (Earth-8910),10.0
Clark Kent,Rachel Summers (Earth-811),10.0
John Falsworth (Earth-8910),Annihilus (Earth-8910),10.0
Sean Cassidy,James Carter,10.0
Norman Osborn (Earth-8910),Katherine Pryde (Earth-811),10.0
Victor von Doom (Earth-8910),X-Men (Earth-8910),10.0
Ch'od (War Skrull),Max Eisenhardt,10.0
Cain Marko (Earth-8910),Ororo Munroe (Earth-8910),10.0
Adam Warlock (Earth-8910),Thor Odinson (Earth-1193),10.0
John Falsworth (Earth-8910),Clinton Barton (Earth-8910),10.0
Chris Claremont (Earth-8910),Benjamin Grimm (Earth-8910),10.0
Benjamin Grimm (Earth-8910),Mar-Vell (Earth-8910),10.0
Alexander Summers (Earth-8910),Roberta (Earth-8910),10.0
Lockheed (Earth-5311),Illyana Rasputina,10.0
Medusalith Amaquelin (Earth-8910),Nigel Frobisher (Earth-1193),10.0
Savage Land Mutates,Christopher Summers (War Skrull),10.0
Annihilus (Earth-8910),Gorgon Petragon (Earth-8910),10.0
Friedrich von Roehm,Right,10.0
Illyana Rasputina,Louis Hamilton,10.0
Thor Odinson (Earth-8910),Ulysses Klaw (Earth-8910),10.0
Mariko Yashida,Douglas Moore,10.0
Wanda Maximoff (Earth-8910),Queen Consort (Earth-1193),10.0
Damage Co-Ordination (Earth-8910),Victor von Doom (Earth-8910),10.0
Natalia Romanova,Elizabeth Braddock,10.0
Adam (Gideon),Hump,10.0
Sage,Philippa Sontag,10.0
Cameron Hodge,Timothy Jones (Child),10.0
Steven Rogers (Earth-811),Katherine Pryde,10.0
Brion Burdack (Earth-148),Meggan Puceanu,10.0
Norman Osborn (Earth-8910),Queen Consort (Earth-1193),10.0
Piotr Rasputin,Worm (Savage Land Mutate),10.0
Julio Richter,Ariel (Coconut Grove),10.0
Triton,Prosh,10.0
Opal Tanaka,Liz Barnes,10.0
Adam Warlock (Earth-8910),Richard Jones (Earth-8910),10.0
Opul Lun Sat-Yr-Nin (Earth-794),Rico (Earth-9019),10.0
Norman Osborn (Earth-8910),Blackagar Boltagon (Earth-8910),10.0
Jean Grey,Pantu Hurageb,10.0
Barbara Morse (Earth-8720),Brightwind (Earth-8720),10.0
Charles Xavier,Jimaine Szardos (Earth-811),10.0
Matthew Murdock (Earth-8910),Gorgon Petragon (Earth-8910),10.0
Taneleer Tivan (Earth-8910),Karnak Mander-Azur (Earth-8910),10.0
Clinton Barton (Earth-8910),Jennifer Walters (Earth-8910),10.0
Galan (Earth-8910),Karnak Mander-Azur (Earth-8910),10.0
Damage Co-Ordination (Earth-8910),Weird Happenings Organization,10.0
Bruce Banner (Earth-8910),Richard Jones (Earth-8910),10.0
Sersi,Jonathan Storm,10.0
Illyana Rasputina,Amara Aquilla (Earth-8510),10.0
Tandy Snow,Piotr Rasputin,10.0
Vision (Earth-811),Ororo Munroe,10.0
George Tarleton (Earth-8910),Janet Van Dyne (Earth-8910),10.0
Chris Claremont (Earth-8910),Alexander Summers (Earth-8910),10.0
Fantastic Four (Earth-8910),Ororo Munroe (Earth-8910),10.0
Bentley Wittman (Earth-8910),Annihilus (Earth-8910),10.0
Neutron (Imperial Guard),Blackthorn,10.0
Sentinels Mk VI,Reed Richards (Earth-8720),10.0
Adrian Toomes,Shrannk,10.0
Anthony Stark (Earth-8910),Thor Odinson (Earth-8910),10.0
Manta,Raksor,10.0
Stephen Strange (Earth-8910),Meggan Puceanu,10.0
Amora (Earth-8910),Nathaniel Richards (Kang) (Earth-8910),10.0
X-Men (Earth-2122),Sean Cassidy (Earth-2122),10.0
Ororo Munroe,Captain Delaney,10.0
Bruce Banner (Earth-8910),Advanced Idea Mechanics (Earth-8910),10.0
Roberta (Earth-8910),Jonathan Storm (Earth-8910),10.0
Ulysses Klaw (Earth-8910),Vision (Earth-8910),10.0
Psycho-Man (Earth-8910),Thor Odinson (Earth-8910),10.0
Phoenix Force,Henry Pym,10.0
Gragnon,Rahne Sinclair,10.0
National Security Council,Samuel Guthrie (Earth-8591),10.0
Rahne Sinclair,Behemoth (Demon),10.0
Wanda Maximoff (Earth-8910),Bullseye (Lester) (Earth-8910),10.0
John Byrne (Earth-8910),Victor von Doom (Earth-8910),10.0
Thor Odinson (Earth-8910),Pietro Maximoff (Earth-8910),10.0
Pietro Maximoff (Earth-8910),Taneleer Tivan (Earth-8910),10.0
William (Earth-1193),Damage Co-Ordination (Earth-8910),10.0
Goliath (Horse) (Earth-1193),Rachel Summers (Earth-811),10.0
Loki Laufeyson (Earth-8910),Thor Odinson (Earth-8910),10.0
Annihilus (Earth-8910),Thor Odinson (Earth-1193),10.0
Chris Claremont (Earth-8910),Rogue (Anna Marie) (Earth-8910),10.0
Quentin Beck (Earth-8910),Thor Odinson (Earth-1193),10.0
Nathaniel Richards (Kang) (Earth-8910),Lockheed,10.0
X-Men (Earth-8910),Katherine Pryde (Earth-811),10.0
Steven Rogers (Earth-8910),Bentley Wittman (Earth-8910),10.0
Karnak Mander-Azur (Earth-8910),Katherine Pryde (Earth-811),10.0
Katherine Pryde,Nathaniel Richards (Kang) (Earth-8910),10.0
Katherine Pryde (Earth-811),Susan Storm (Earth-8910),10.0
Crown King (Earth-1193),Klaus Voorhees (Earth-8910),10.0
Adam Warlock (Earth-8910),Psycho-Man (Earth-8910),10.0
Richard Jones (Earth-8910),Norrin Radd (Earth-8910),10.0
Anthony Stark (Earth-8910),Namor McKenzie (Earth-8910),10.0
Cameron Hodge,Josey Thomas,10.0
Kurt Wagner,Préfecture de Police de Paris,10.0
New York City Police Department,Steven Rogers,10.0
Robert Drake (Earth-8910),Benjamin Grimm (Earth-8910),10.0
Quentin Beck (Earth-8910),Zheng Shang-Chi (Earth-8910),10.0
Nigel Frobisher (Earth-1193),Namor McKenzie (Earth-8910),10.0
Steven Rogers (Earth-8910),Bruce Banner (Earth-8910),10.0
Nathaniel Richards (Kang) (Earth-8910),Annihilus (Earth-8910),10.0
Ai'sha (Earth-148),Ray Mulholland,10.0
Scott Summers,Tuoks'enhaamin,10.0
Weird Happenings Organization,Thor Odinson (Earth-8910),10.0
Paul Burton,Remy LeBeau,10.0
Impossible Man (Earth-8910),Blackagar Boltagon (Earth-8910),10.0
Blackagar Boltagon (Earth-8910),Roberta (Earth-8910),10.0
Kurt Wagner,Blastaar (Earth-8910),10.0
Namor McKenzie (Earth-8910),Thor Odinson (Earth-8910),10.0
Queen Mother (Earth-1193),Roberta (Earth-8910),10.0
Katherine Pryde,Advanced Idea Mechanics (Earth-8910),10.0
Anthony Stark (Earth-8910),Pietro Maximoff (Earth-8910),10.0
Nigel Frobisher (Earth-1193),Emma Frost (Earth-8910),10.0
Chris Claremont (Earth-8910),Cain Marko (Earth-8910),10.0
Tusk (Inhuman),Benjamin Grimm,10.0
Andrea von Strucker,Seraph,10.0
James Howlett (Earth-8910),Peter Parker (Earth-8910),10.0
John Falsworth (Earth-8910),Katherine Pryde (Earth-811),10.0
Anthony Stark (Earth-8910),Mar-Vell (Earth-8910),10.0
Ronan (Earth-8910),Excalibur,10.0
Medusalith Amaquelin (Earth-8910),Karnak Mander-Azur (Earth-8910),10.0
Richard Jones (Earth-8910),Wanda Maximoff (Earth-8910),10.0
William (Earth-1193),Ronan (Earth-8910),10.0
Ororo Munroe (Earth-8910),Benjamin Grimm (Earth-8910),10.0
Externals,Emmanuel Da Costa,10.0
Ronan (Earth-8910),Adam Warlock (Earth-8910),10.0
Alistaire Stuart,Adam Warlock (Earth-8910),10.0
Namor McKenzie (Earth-8910),Wanda Maximoff (Earth-8910),10.0
Jack Wayne (Legion Personality),James Howlett,10.0
Brotherhood of Evil Mutants,Arcade,10.0
Prosh,Wilson Fisk,10.0
Henry Pym (Earth-8910),Lockheed,10.0
Ronan (Earth-8910),Fantastic Four (Earth-8910),10.0
Weird Happenings Organization,Stephen Strange (Earth-8910),10.0
Roberta (Earth-8910),Ororo Munroe (Earth-8910),10.0
Ko'ichi,Jean Grey,10.0
Psycho-Man (Earth-8910),Excalibur,10.0
Blackagar Boltagon (Earth-8910),Taneleer Tivan (Earth-8910),10.0
Adam Warlock (Earth-8910),X-Men (Earth-8910),10.0
Thor Odinson (Earth-8910),John Falsworth (Earth-8910),10.0
Weird Happenings Organization,Robert Drake (Earth-8910),10.0
Ronan (Earth-8910),John Falsworth (Earth-8910),10.0
Chris Claremont (Earth-8910),Dormammu (Earth-8910),10.0
Jennifer Walters (Earth-8910),Anthony Stark (Earth-8910),10.0
Triton,Clan Askani (Earth-4935),10.0
Jessica Drew,Harry Malone,10.0
Roberta (Earth-8910),Susan Storm (Earth-8910),10.0
Pietro Maximoff (Earth-8910),Nigel Frobisher (Earth-1193),10.0
Diane Duane,Priscilla Morrison,10.0
Queen Consort (Earth-1193),Peter Parker (Earth-8910),10.0
Steven Rogers (Earth-8910),Ogre (Earth-1193),10.0
Mar-Vell (Earth-8910),Matthew Murdock (Earth-8910),10.0
"Landau, Luckman & Lake",James Howlett,10.0
Prosh,One Above All (Celestial),10.0
Norman Osborn (Earth-8910),Roberta (Earth-8910),10.0
Blackagar Boltagon (Earth-8910),Loki Laufeyson (Earth-8910),10.0
Anthony Stark (Earth-8910),Rachel Summers (Earth-811),10.0
Robert Drake (Earth-8910),Nigel Frobisher (Earth-1193),10.0
Nicholas Fury,Warren Worthington III,10.0
Victor Creed,Erg,10.0
Chris Claremont,Sentinel T-20,10.0
Chris Claremont (Earth-8910),John Falsworth (Earth-8910),10.0
Lockheed,Stephen Strange (Earth-8910),10.0
T'Challa (Earth-811),X-Men,10.0
Peter Parker (Earth-8910),Vision (Earth-8910),10.0
Clinton Barton (Earth-8910),Fantastic Four (Earth-8910),10.0
Anthony Stark (Earth-811),Johnathon Blaze (Earth-811),10.0
Gunnhild,Nathan Summers,10.0
Caliban (Earth-8591),Jaime Rodriguez,10.0
Victor von Doom,Sentinel A1,10.0
Ororo Munroe,Crazy Gang,10.0
Peter Parker (Earth-8910),Pietro Maximoff (Earth-8910),10.0
Bentley Wittman (Earth-8910),Mar-Vell (Earth-8910),10.0
Terry Austin,Miss Locke,10.0
Ronan (Earth-8910),John Byrne (Earth-8910),10.0
Kurt Wagner,Selene Gallio (Earth-2122),10.0
John Falsworth (Earth-8910),Susan Storm (Earth-8910),10.0
Henry Pym (Earth-8910),Katherine Pryde,10.0
Wanda Maximoff (Earth-8910),Rogue (Anna Marie) (Earth-8910),10.0
Bullseye (Lester) (Earth-8910),Amora (Earth-8910),10.0
Benjamin Grimm (Earth-8910),Roberta (Earth-8910),10.0
Wanda Maximoff (Earth-811),James Howlett (Earth-811),10.0
Anya Eisenhardt,United Nations,10.0
Katherine Pryde,Chris Claremont (Earth-8910),10.0
Reed Richards (Earth-8910),William (Earth-1193),10.0
Bentley Wittman (Earth-8910),Jennifer Walters (Earth-8910),10.0
Chris Claremont (Earth-8910),Robert Drake (Earth-8910),10.0
Ulysses Klaw (Earth-8910),Karnak Mander-Azur (Earth-8910),10.0
Katherine Pryde (Earth-811),Victor von Doom (Earth-8910),10.0
N'Daré,Nimrod (Earth-811),10.0
Rita Wayword,Timeshadow,10.0
Victor von Doom (Earth-8910),Matthew Murdock (Earth-8910),10.0
Queen Consort (Earth-1193),Wanda Maximoff (Earth-8910),10.0
Damage Co-Ordination (Earth-8910),X-Men (Earth-8910),10.0
Adam Warlock (Earth-8910),Kurt Wagner,10.0
Taneleer Tivan (Earth-8910),John Byrne (Earth-8910),10.0
Cain Marko (Earth-8910),Gorgon Petragon (Earth-8910),10.0
Impossible Man (Earth-8910),Nathaniel Richards (Kang) (Earth-8910),10.0
Townshend Horgan,Lieutenant General Fredricks,10.0
Crown King (Earth-1193),Uatu (Earth-8910),10.0
Max Eisenhardt,Mentor (Imperial Guard),10.0
Nigel Frobisher (Earth-1193),Steven Rogers (Earth-8910),10.0
Sea Spine,Sp'yxx,10.0
Gorgon Petragon (Earth-8910),Impossible Man (Earth-8910),10.0
Clinton Barton (Earth-8910),Victor von Doom (Earth-8910),10.0
Avengers (Earth-8591),United States Air Force,10.0
Anthony Stark (Earth-8910),Norman Osborn (Earth-8910),10.0
Christopher Summers,Prophet-Singer,10.0
Mark Hallett,Angelica Jones,10.0
Nathan Summers,Sersi,10.0
Koroviev,Gateway,10.0
Crown King (Earth-1193),Richard Jones (Earth-8910),10.0
Katherine Pryde,Loki Laufeyson (Earth-8910),10.0
Manoli Wetherell,Wipeout,10.0
Karnak Mander-Azur (Earth-8910),Norrin Radd (Earth-8910),10.0
Blastaar (Earth-8910),Scott Summers (Earth-8910),10.0
Wolfgang von Strucker,Jonin (WWII),10.0
Michael Twoyoungmen,Dave Cockrum,10.0
Seesha,Kevin Plunder,10.0
Warpies,Thomas Corsi,10.0
Katherine Pryde (Earth-1193),Bruce Banner (Earth-8910),10.0
Rupert Holloway,Wally Wuggens,10.0
Orphan-Maker (Peter),X-Terminators,10.0
Illyana Rasputina,Arilynn Williams (Earth-8591),10.0
Johnathon Blaze (Earth-811),Rachel Summers (Earth-811),10.0
Mar-Vell (Earth-8910),Queen Consort (Earth-1193),10.0
Richard Jones (Earth-8910),Matthew Murdock (Earth-8910),10.0
Roberto Da Costa (Earth-8591),Caliban,10.0
Fran Morrow,James Howlett,10.0
Sersi,Charlotte Jones,10.0
Kurt Wagner,Russell Collins,10.0
Alistaire Stuart,Henry Pym (Earth-8910),10.0
Rachel Summers (Earth-811),Bentley Wittman (Earth-8910),10.0
Greer Nelson,Haeg'Rill,10.0
Thor Odinson (Earth-8910),Annihilus (Earth-8910),10.0
Clan Askani (Earth-4935),Lockjaw,10.0
Nathaniel Richards (Kang) (Earth-8910),Robert Drake (Earth-8910),10.0
Chris Claremont (Earth-8910),Jonathan Storm (Earth-8910),10.0
Owen Reece (Earth-8910),Norman Osborn (Earth-8910),10.0
Amora (Earth-8910),Benjamin Grimm (Earth-8910),10.0
Bliss (Morlock),Bobbi Chase,10.0
Victor von Doom (Earth-8910),Chris Claremont (Earth-8910),10.0
New Mutants,Press Gang,10.0
Thor Odinson (Earth-1193),Adam Warlock (Earth-8910),10.0
Paty Cockrum,Nicholas Fury,10.0
Nathaniel Richards (Kang) (Earth-8910),Clinton Barton (Earth-8910),10.0
George Tarleton (Earth-8910),Damage Co-Ordination (Earth-8910),10.0
Emma Frost (Earth-8910),Victor von Doom (Earth-8910),10.0
William (Earth-1193),Victor von Doom (Earth-8910),10.0
Gendarmerie Nationale,Piotr Rasputin,10.0
Zheng Shang-Chi (Earth-8910),Norrin Radd (Earth-8910),10.0
James Howlett (Earth-811),Vision (Earth-811),10.0
Sentinels Mk VI,Janet Van Dyne (Earth-8720),10.0
Bentley Wittman (Earth-8910),Emma Frost (Earth-8910),10.0
Bruce Banner (Earth-8910),Queen Mother (Earth-1193),10.0
Anthony Stark (Earth-8910),Jennifer Walters (Earth-8910),10.0
Jean Grey (Earth-2122),Opul Lun Sat-Yr-Nin (Earth-794),10.0
Sara Grey,Peter Corbeau,10.0
Katherine Pryde,Otto Octavius,10.0
Hussar,Kam'N'Ehar,10.0
Mar-Vell (Earth-8910),Robert Drake (Earth-8910),10.0
Raven Darkhölme,Roberta,10.0
Ororo Munroe (Earth-8910),Robert Drake (Earth-8910),10.0
Scott Summers (Earth-8910),James Howlett (Earth-8910),10.0
Taneleer Tivan (Earth-8910),Cain Marko (Earth-8910),10.0
Nigel Frobisher (Earth-1193),Matthew Murdock (Earth-8910),10.0
T'Challa,Janet Van Dyne,10.0
Janet Van Dyne (Earth-8910),William (Earth-1193),10.0
Robert Chalmers,Henry McCoy (X-Sentinel),10.0
Ogre (Earth-1193),Uatu (Earth-8910),10.0
Taneleer Tivan (Earth-8910),Thor Odinson (Earth-1193),10.0
Richard Salmons,Robert Drake,10.0
Illyana Rasputina,Ben Lockin,10.0
Karnak Mander-Azur (Earth-8910),Vision (Earth-8910),10.0
Wanda Maximoff (Earth-8910),Ulysses Klaw (Earth-8910),10.0
Victor von Doom (Earth-8910),Max Eisenhardt (Earth-8910),10.0
Katherine Pryde (Earth-1193),Thor Odinson (Earth-1193),10.0
Victor von Doom (Earth-8910),William (Earth-1193),10.0
Victor von Doom (Earth-8910),Emma Frost (Earth-8910),10.0
Rogue (Anna Marie) (Earth-8910),Klaus Voorhees (Earth-8910),10.0
Norman Osborn (Earth-8910),Wanda Maximoff (Earth-8910),10.0
Dane Whitman (Earth-1193),John Falsworth (Earth-8910),10.0
Susan Storm (Earth-811),Matthew Murdock (Earth-811),10.0
Christopher Summers,Jubilation Lee (War Skrull),10.0
One Above All (Celestial),Sikorsky,10.0
Zheng Shang-Chi (Earth-8910),Crown King (Earth-1193),10.0
Janet Van Dyne (Earth-8910),Roberta (Earth-8910),10.0
Henry Pym (Earth-8910),Rogue (Anna Marie) (Earth-8910),10.0
Garm,Sally Blevins,10.0
Taneleer Tivan (Earth-8910),Ogre (Earth-1193),10.0
Nathaniel Richards (Kang) (Earth-8910),Blackagar Boltagon (Earth-8910),10.0
Thor Odinson (Earth-1193),Namor McKenzie (Earth-8910),10.0
Triton,Foxbat,10.0
Mark Hallett,Erg,10.0
Stephanie Hunter,St. John Allerdyce (Earth-8720),10.0
Taneleer Tivan (Earth-8910),Bruce Banner (Earth-8910),10.0
Lupo,Starbolt,10.0
Damage Co-Ordination (Earth-8910),Susan Storm (Earth-8910),10.0
Brian Braddock,Jacko Petrie,10.0
Roberta (Earth-8910),Katherine Pryde (Earth-1193),10.0
Alistaire Stuart,Starjammers,10.0
Chris Claremont (Earth-8910),X-Men (Earth-8910),10.0
Peter Parker (Earth-8910),Richard Jones (Earth-8910),10.0
Pietro Maximoff (Earth-8910),Medusalith Amaquelin (Earth-8910),10.0
Callisto,Henry McCoy (Masque's Doppelganger),10.0
Elizabeth Braddock,Jiro (Japanese),10.0
Amora (Earth-8910),Nigel Frobisher (Earth-1193),10.0
Damage Co-Ordination (Earth-8910),Katherine Pryde (Earth-811),10.0
Stephen Strange (Earth-8910),Chris Claremont (Earth-8910),10.0
Storm (Arcade's Robot),Dominikos Petrakis,10.0
Damage Co-Ordination (Earth-8910),Wanda Maximoff (Earth-8910),10.0
Nicholas Fury,Clark Kent,10.0
Crystalia Amaquelin,Foxbat,10.0
Namor McKenzie (Earth-8910),Anthony Stark (Earth-8910),10.0
Russian Armed Forces,Gendarmerie Nationale,10.0
Alysande Stuart (Earth-8926),Alistaire Stuart (Earth-8926),10.0
Big Top,Monitor,10.0
Alysande Stuart (Earth-8926),Waxworks (Earth-TRN298),10.0
Kulan Gath (Impostor) (Earth-8591),Morlocks,10.0
Victor von Doom (Earth-8910),Annihilus (Earth-8910),10.0
William (Earth-1193),Matthew Murdock (Earth-8910),10.0
Mar-Vell (Earth-8910),Richard Jones (Earth-8910),10.0
Victor von Doom (Earth-8910),Gorgon Petragon (Earth-8910),10.0
Jennifer Walters (Earth-8910),Dormammu (Earth-8910),10.0
Pietro Maximoff (Earth-8910),Blackagar Boltagon (Earth-8910),10.0
Clinton Barton (Earth-8910),John Falsworth (Earth-8910),10.0
Mandarin,Seera,10.0
Piotr Rasputin (Earth-8720),Danielle Moonstar (Earth-8720),10.0
Victor von Doom (Earth-8910),John Falsworth (Earth-8910),10.0
Steven Rogers (Earth-8910),Norrin Radd (Earth-8910),10.0
Sentinel A7,Victor von Doom,10.0
Wanda Maximoff (Earth-8910),Queen Mother (Earth-1193),10.0
Adam Warlock (Earth-8910),Wanda Maximoff (Earth-8910),10.0
John Falsworth (Earth-8910),John Byrne (Earth-8910),10.0
Chris Claremont,Valentina Allegra de Fontaine,10.0
Ronan (Earth-8910),Ogre (Earth-1193),10.0
Shi'ar Imperial Intelligence,Kurt Wagner,10.0
John Falsworth (Earth-8910),Medusalith Amaquelin (Earth-8910),10.0
Max Eisenhardt (Earth-8910),Stephen Strange (Earth-8910),10.0
Peter Parker (Earth-8910),Alexander Summers (Earth-8910),10.0
Thor Odinson (Earth-1193),Peter Parker (Earth-8910),10.0
Rogue Pack (Earth-811),Anthony Stark (Earth-811),10.0
S'ym,Alex (Inferno Baby),10.0
Namor McKenzie (Earth-8910),Alistaire Stuart,10.0
Galan (Earth-8910),Fantastic Four (Earth-8910),10.0
Richard Jones (Earth-8910),Galan (Earth-8910),10.0
Richard Jones (Earth-8910),Emma Frost (Earth-8910),10.0
Crown King (Earth-1193),Annihilus (Earth-8910),10.0
Jubilation Lee (War Skrull),Raza Longknife,10.0
Roberta (Earth-8910),Peter Parker (Earth-8910),10.0
Harry Malone,Jessica Drew,10.0
Eye Killers,Jiro (Japanese),10.0
Namor McKenzie (Earth-8910),Zheng Shang-Chi (Earth-8910),10.0
Mar-Vell (Earth-8910),Stephen Strange (Earth-8910),10.0
Kurt Wagner,Ororo Munroe (Earth-8910),10.0
Rachel Summers (Earth-811),Vision (Earth-8910),10.0
Brion Burdack (Earth-148),Rachel Summers (Earth-811),10.0
Excalibur,X-Men (Earth-8910),10.0
Zheng Shang-Chi (Earth-8910),Cain Marko (Earth-8910),10.0
William (Earth-1193),Roberta (Earth-8910),10.0
Araki,James Madrox,10.0
Frederick Dukes,Colossus (Arcade's Robot),10.0
Zheng Shang-Chi (Earth-8910),Adam Warlock (Earth-8910),10.0
Vril-Rokk,Cr'reee (War Skrull),10.0
Barbara McAllister,X-Factor,10.0
Katherine Pryde (Earth-811),Quentin Beck (Earth-8910),10.0
Magique,Cain Marko,10.0
Kurt Wagner,Nigel Frobisher (Earth-1193),10.0
Impossible Man (Earth-8910),Blastaar (Earth-8910),10.0
Kurt Wagner,Medusalith Amaquelin (Earth-8910),10.0
Paul Bailey,X-Men,10.0
Robert Hunter,Kristina Anderson,10.0
Richard Jones (Earth-8910),John Byrne (Earth-8910),10.0
Richard Jones (Earth-8910),John Falsworth (Earth-8910),10.0
William (Earth-1193),Steven Rogers (Earth-8910),10.0
Katherine Pryde,Jonathan Storm (Earth-8910),10.0
Lockheed,Thor Odinson (Earth-8910),10.0
X-Men,Daniel Shomron,10.0
Department H,Elaine Grey,10.0
John Falsworth (Earth-8910),Matthew Murdock (Earth-8910),10.0
Damage Co-Ordination (Earth-8910),Meggan Puceanu,10.0
Adam Warlock (Earth-8910),Rogue (Anna Marie) (Earth-8910),10.0
Stephen Strange (Earth-8910),Excalibur,10.0
Peter Corbeau,Vanisher,10.0
Mar-Vell (Earth-8910),Advanced Idea Mechanics (Earth-8910),10.0
Timothy (Inferno Baby),Sebastian Shaw,10.0
Mar-Vell (Earth-8910),Pietro Maximoff (Earth-8910),10.0
Impossible Man (Earth-8910),Loki Laufeyson (Earth-8910),10.0
Annihilus (Earth-8910),Richard Jones (Earth-8910),10.0
Moira MacTaggert (Earth-TRN748),Peter Parker (Earth-811),10.0
Sean Cassidy (Earth-2122),Emma Frost (Earth-2122),10.0
Taneleer Tivan (Earth-8910),Max Eisenhardt (Earth-8910),10.0
Robert Drake (Earth-8910),Norman Osborn (Earth-8910),10.0
Barbara McAllister,Otto Octavius,10.0
Jack Fisher,Hercules Panhellenios,10.0
Namor McKenzie (Earth-8910),Henry Pym (Earth-8910),10.0
Mark Hallett (Earth-8591),United States Air Force,10.0
John Byrne (Earth-8910),Thor Odinson (Earth-1193),10.0
Henry Pym (Earth-8910),Steven Rogers (Earth-8910),10.0
Brian Braddock,Hounds (Earth-1289),10.0
Reed Richards (Earth-8910),Nigel Frobisher (Earth-1193),10.0
Charles Xavier (Masque's Doppelganger),Reavers,10.0
Victor von Doom (Earth-8910),Pietro Maximoff (Earth-8910),10.0
Daughters of the Dragon,Miss Locke,10.0
Worthington Industries,Right,10.0
Bruce Banner (Earth-8910),Amora (Earth-8910),10.0
Crown King (Earth-1193),Psycho-Man (Earth-8910),10.0
Trypthe,Ch'od,10.0
Ronan (Earth-8910),Clinton Barton (Earth-8910),10.0
Psycho-Man (Earth-8910),John Falsworth (Earth-8910),10.0
Queen Consort (Earth-1193),Dane Whitman (Earth-1193),10.0
Steven Rogers (Earth-8910),Cain Marko (Earth-8910),10.0
Manuel de la Rocha,Monica Rambeau,10.0
Power Pack,Tabitha Smith,10.0
Abraham Kieros,Ray Carter,10.0
Amara Aquilla,Fantastic Four (Earth-8720),10.0
Namor McKenzie (Earth-8910),John Byrne (Earth-8910),10.0
Douglas Ramsey,Henry Gyrich,10.0
Arilynn Williams (Earth-8591),Janet Van Dyne (Earth-8591),10.0
Whiteout,Yuri Semyanov,10.0
Sabrina Morrel,Kodiak Noatak,10.0
Jonathan Storm (Earth-8720),Freedom Force (Earth-8720),10.0
Nigel Frobisher (Earth-1193),Ronan (Earth-8910),10.0
Psycho-Man (Earth-8910),Ogre (Earth-1193),10.0
Robert Drake (Earth-8910),Janet Van Dyne (Earth-8910),10.0
Frederick Dukes,Plague,10.0
Fantastic Four (Earth-8910),Zheng Shang-Chi (Earth-8910),10.0
Roberta (Earth-8910),Richard Jones (Earth-8910),10.0
Dive-Bomber,Fran Morrow,10.0
Bullseye (Lester) (Earth-8910),Susan Storm (Earth-8910),10.0
Amphibius,Max Eisenhardt,10.0
Loki Laufeyson (Earth-8910),Janet Van Dyne (Earth-8910),10.0
Fenris,Muir Island X-Men,10.0
Quentin Beck (Earth-8910),Medusalith Amaquelin (Earth-8910),10.0
Henry Pym (Earth-8910),Nigel Frobisher (Earth-1193),10.0
Chris Claremont (Earth-8910),Uatu (Earth-8910),10.0
John Falsworth (Earth-8910),Peter Parker (Earth-8910),10.0
Katherine Pryde,Bullseye (Lester) (Earth-8910),10.0
Peter Parker (Earth-8910),Nigel Frobisher (Earth-1193),10.0
Adam Warlock (Earth-8910),Steven Rogers (Earth-8910),10.0
Nigel Frobisher (Earth-1193),Adam Warlock (Earth-8910),10.0
Ronan (Earth-8910),Susan Storm (Earth-8910),10.0
X-Men,Jessán Hoan,10.0
Norman Osborn (Earth-8910),Nigel Frobisher (Earth-1193),10.0
Wanda Maximoff (Earth-8910),Matthew Murdock (Earth-8910),10.0
Tatsu'o,Ko'ichi,10.0
Henry Pym (Earth-8910),Robert Drake (Earth-8910),10.0
Bentley Wittman (Earth-8910),Karnak Mander-Azur (Earth-8910),10.0
Massachusetts State Police,Sharon Friedlander,10.0
Jennifer Walters,Thor Odinson,10.0
