,character name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235
49,Raza Longknife,1540,1540,1460,1460,1460,1260,1340,320,1440,1540,40,40,40,40,40,1620,1620,1520,1520,0,404,40,200,200,144,304,300,1704,4,400,0,100,0,100,384,384,384,384,100,100,500,0,300,300,1720,1604,1004,1704,1704,1704,500,620,400,300,0,100,0,0,0,120,0,100,700,0,1120,100,100,0,0,0,0,100,0,0,0,20,200,40,100,100,400,100,120,120,20,20,40,0,0,0,0,1024,320,704,560,100,400,320,500,500,500,500,500,500,320,20,20,20,0,0,100,0,20,0,400,0,100,100,0,300,0,100,400,0,0,0,0,100,20,20,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,100,0,20,0,0,0,0,0,20,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
50,Imperial Guard,920,920,920,920,720,620,620,104,920,920,104,104,104,104,120,820,820,820,820,4,604,20,104,200,220,104,200,840,0,200,100,104,100,4,404,404,404,404,104,100,204,0,220,220,500,500,300,600,500,500,904,904,604,400,4,0,0,4,0,4,4,0,0,0,220,0,4,4,4,0,4,0,0,0,0,0,100,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,500,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Kallark,1140,1140,1140,1140,940,840,840,124,1140,1140,204,204,204,204,224,1040,1040,1040,1040,4,604,20,124,200,320,224,200,1060,0,320,100,104,100,4,504,504,504,504,104,100,204,0,320,320,620,620,320,720,620,620,904,1108,624,500,4,0,0,4,0,4,4,0,120,0,340,0,4,4,4,0,4,0,0,0,0,4,100,8,100,0,0,20,20,20,0,0,4,0,0,0,0,120,504,200,120,0,100,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Sybil (Oracle),720,720,720,720,520,420,420,204,720,720,104,104,104,104,140,620,620,620,620,4,404,20,204,0,120,104,100,720,0,200,100,104,100,4,204,204,204,204,104,0,204,0,20,20,400,400,200,400,400,400,604,624,704,200,4,0,0,4,0,4,4,0,100,0,220,0,4,4,4,0,4,0,0,0,0,20,0,24,100,0,0,100,100,100,0,0,20,0,0,0,0,100,420,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Araki,800,800,800,800,800,800,800,100,800,800,400,400,400,400,320,800,800,800,800,0,300,0,100,100,400,300,300,720,0,300,0,0,0,100,520,520,520,520,0,0,100,100,200,200,300,300,100,400,300,300,400,500,200,800,0,0,0,0,0,100,100,0,100,0,300,0,100,100,0,0,0,0,0,0,0,100,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Karl Lykos,320,320,320,320,320,320,320,24,320,320,104,104,104,104,20,140,140,140,140,4,324,120,4,0,220,4,0,120,0,0,100,104,120,4,104,104,104,104,104,0,24,0,20,20,0,0,0,20,0,0,4,4,4,0,812,0,0,4,0,4,4,0,0,0,20,0,4,4,4,0,4,0,0,0,0,0,0,404,0,0,0,500,0,0,0,200,0,100,0,400,0,0,0,0,0,0,0,0,0,520,540,0,0,0,0,320,0,0,0,308,0,0,100,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,520,540,420,440,520,540,420,440,520,540,420,440,520,540,420,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,540,40,0,0,0,0,0,0,0,0,0,0,0,220,120,220,220,140,440,140,140,440,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,360
55,Mariko Yashida,1120,1120,1120,1120,1000,1140,940,280,1200,984,324,324,324,324,240,504,504,504,504,400,500,240,240,0,140,200,0,320,100,0,24,0,0,20,144,144,144,144,4,300,20,100,20,20,100,100,100,120,100,100,0,0,0,0,0,1320,400,100,100,300,100,0,0,0,444,0,20,0,40,64,0,20,40,40,40,120,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,168,20,0,444,0,0,400,0,0,0,0,0,0,404,100,100,100,0,100,300,100,100,100,0,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,40,20,0,0,20,0,0,220,160,100,0,24,20,0,0,0,8,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,120,120,140,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0
56,Colleen Wing,800,800,800,800,800,800,800,300,800,800,0,0,0,0,0,200,200,200,200,300,700,0,300,0,0,300,0,200,200,0,0,200,0,0,200,200,200,200,200,600,0,200,0,0,0,0,0,100,0,0,0,0,0,0,0,400,800,300,300,100,200,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Arcade,920,920,920,920,920,920,1020,504,720,920,24,24,24,24,320,420,420,420,420,4,604,320,404,0,120,324,0,220,520,0,0,204,0,4,104,104,104,104,204,100,24,100,140,140,0,0,0,100,0,0,4,4,4,0,4,100,300,1104,1100,104,304,300,140,100,520,0,4,4,4,0,104,0,0,0,0,0,0,104,300,100,200,100,100,100,100,100,100,0,300,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,100,0,0
58,Miss Locke,900,900,900,900,900,900,1000,500,700,900,20,20,20,20,300,400,400,400,400,0,600,300,400,0,100,320,0,200,520,0,0,200,0,0,100,100,100,100,200,100,20,100,120,120,0,0,0,100,0,0,0,0,0,0,0,100,300,1100,1100,100,300,300,140,100,500,0,0,0,0,0,100,0,0,0,0,0,0,100,300,100,200,100,100,100,100,100,100,0,300,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,100,0,0
59,Jason Wyngarde,1480,1480,1480,1480,1480,1580,1580,624,1440,1480,712,712,712,712,484,1080,1080,1080,1080,4,524,224,424,0,344,624,0,440,40,0,0,104,0,724,1048,1048,948,948,104,100,224,400,20,20,200,120,120,140,120,120,4,4,4,100,4,300,100,104,100,1716,4,100,0,0,1000,340,624,504,504,220,224,120,100,100,100,200,0,4,0,100,200,124,20,20,20,0,0,0,20,0,140,120,0,20,520,0,0,520,0,0,0,0,0,0,440,140,40,140,40,40,300,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,200,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0
60,Peter Parker,440,440,440,440,440,424,540,4,440,440,208,204,208,204,124,120,120,120,120,4,304,24,4,0,124,204,0,120,200,100,0,304,100,104,104,104,104,104,324,0,4,0,20,20,0,0,0,0,0,0,4,4,4,100,4,100,200,304,300,4,708,300,120,0,240,0,104,104,4,0,4,0,0,0,0,100,220,4,0,100,220,0,0,0,0,0,0,0,0,200,0,0,0,0,20,0,0,20,100,300,300,100,100,200,0,0,0,100,0,0,0,0,0,0,20,0,0,0,0,0,20,0,100,0,200,0,0,0,0,0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,100,100,200,200,0,0,0,0,0,0,0,0,0,0,200,0,0,0,100,0
61,Brian Braddock,524,524,524,524,484,440,4004,144,480,504,380,380,380,380,120,220,220,220,220,20,160,140,120,0,120,320,0,120,120,0,0,100,0,120,160,160,160,160,200,0,20,100,0,0,100,100,0,100,100,100,0,0,0,0,0,0,100,300,300,100,300,4112,100,1200,3440,0,20,20,0,24,0,20,0,0,0,0,100,0,0,2304,3904,0,0,0,0,0,0,0,0,0,0,104,0,0,264,100,0,2560,120,220,220,220,100,120,120,0,0,200,0,0,0,0,0,0,64,0,20,20,0,0,0,0,100,0,100,0,0,20,0,24,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,100,20,0,0,0,0,0,0,220,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,100,0,0,100,100,20,0,0,1804,700,4,4,4004,2204,0,0,120,0,0,120,120,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,4004,900,1000,1200,0,0
62,Illyana Rasputina,3500,3500,3420,3420,2944,1500,2484,620,2300,3320,364,344,364,344,380,2660,2660,2660,2660,0,460,380,260,120,280,1164,100,1200,444,200,0,0,0,1400,40,40,40,40,300,0,2944,0,204,204,800,800,600,900,800,700,0,120,100,100,0,0,0,140,140,0,120,100,7820,0,3040,1700,1000,0,20,860,100,500,40,40,40,20,700,140,920,200,1020,100,340,340,140,120,140,100,640,100,300,1100,20,400,1960,1720,2600,1020,5932,5732,5732,5348,5448,5032,740,760,460,580,0,120,200,100,140,100,3248,500,1000,240,200,3624,220,640,3864,1000,820,1100,820,520,140,120,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,1600,20,280,224,224,120,224,224,320,520,940,820,140,4,100,100,100,204,40,40,40,40,200,0,200,0,0,0,0,0,0,300,0,0,400,400,20,0,0,20,40,20,20,100,0,20,120,100,0,0,0,500,500,0,820,920,820,120,600,400,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
63,Dai Thomas,220,220,220,220,220,200,1200,120,200,200,220,220,220,220,100,100,100,100,100,0,0,100,100,0,100,0,0,20,0,0,0,0,0,120,100,100,100,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,1200,0,1200,1000,0,20,20,0,20,0,20,0,0,0,0,0,0,0,600,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,700,0,100,100,100,0,0,120,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,100,0,0,0,0,20,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,0,0,0,0,0,0,0,0,100,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,600,600,0,0,1200,700,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,1200,800,400,400,0,0
64,Katherine Pryde,7852,7852,7852,7852,7124,4448,9636,1520,6636,7156,708,688,708,688,1384,4704,4704,4604,4604,20,560,484,660,200,504,2000,400,2180,844,300,0,20,0,1460,744,744,644,644,420,100,1884,200,320,320,1300,1020,520,1760,1120,1120,220,340,220,300,20,444,100,520,500,1000,240,3440,3040,1000,11340,1104,1260,560,260,1144,140,540,120,120,120,220,1000,1160,1020,2520,5240,620,1220,1220,920,1020,940,340,820,100,620,1544,520,620,3708,540,640,3980,1780,1780,1780,1500,1600,1580,1560,1520,1020,1720,200,520,300,320,440,140,1220,200,520,424,300,1140,600,200,764,300,400,300,300,20,620,620,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,420,20,424,324,224,200,424,224,300,1040,500,300,208,20,500,400,500,4,20,20,20,20,20,0,0,0,0,0,0,0,0,100,0,0,100,100,20,20,20,1520,500,20,20,3440,2020,0,0,100,0,0,120,100,0,0,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,3440,600,900,1200,0,0
65,Emma Frost,1020,1020,940,940,940,640,840,200,740,1020,240,240,240,240,240,960,960,960,960,0,200,120,200,100,120,200,0,100,300,0,100,0,100,2220,340,340,240,240,0,0,1300,200,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,340,0,0,1700,0,1104,2904,1620,220,120,404,120,720,100,100,100,0,100,0,300,0,0,0,0,0,0,0,0,0,100,0,100,200,0,100,320,500,600,200,1900,1800,1800,1900,1800,1200,20,120,120,220,100,100,200,0,0,0,1200,300,1000,0,0,1200,0,0,1220,900,720,1000,720,320,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,300,0,220,200,100,200,200,100,120,100,300,300,200,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,200,0,0,100,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,200,200,0,720,820,720,0,500,300,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Sebastian Shaw,2244,2244,2164,2164,2164,1080,1780,308,1460,1940,644,644,644,644,760,1740,1740,1740,1740,4,324,260,104,0,460,604,0,444,300,100,100,4,100,3208,724,724,724,724,4,0,804,100,20,20,100,100,100,100,100,100,4,4,4,100,4,20,0,4,0,624,104,20,1000,20,1260,1620,3608,1008,604,464,204,1504,200,200,200,600,500,104,300,120,520,100,100,100,100,100,100,300,100,0,300,400,0,100,844,500,420,300,1700,1700,1700,1700,1700,1500,24,420,220,420,100,100,200,100,100,200,424,300,1604,0,0,920,400,0,820,300,300,300,300,140,0,100,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,100,100,120,100,100,100,100,100,320,224,0,0,100,0,0,0,0,100,100,100,0,0,100,0,100,0,0,0,0,0,0,200,0,100,300,300,100,100,100,0,0,0,0,20,0,0,0,0,100,0,0,200,200,500,300,300,300,0,400,300,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0
67,Harold Leland,944,944,944,944,944,660,960,108,940,940,424,424,424,424,340,540,540,540,540,4,324,40,104,0,240,304,0,124,100,100,0,4,0,1008,604,604,604,604,4,0,104,100,20,20,0,0,0,0,0,0,4,4,4,100,4,0,0,4,0,504,104,20,0,20,560,220,1008,1008,504,44,104,304,200,200,200,300,200,4,100,20,320,0,0,0,0,0,0,0,0,0,200,0,0,0,324,100,20,0,100,100,100,100,100,100,4,300,100,300,0,0,0,0,0,0,24,0,404,0,0,20,200,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,24,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0
68,Donald Pierce,1220,1220,1220,1220,1040,460,520,524,1060,1060,524,524,524,524,220,440,440,440,440,4,604,20,504,0,140,524,0,20,200,0,40,4,0,604,524,524,524,524,4,0,204,100,20,20,0,0,0,0,0,0,4,4,4,0,4,40,0,4,0,504,4,0,20,0,260,120,604,504,1504,440,104,200,900,900,900,300,100,104,0,0,100,0,200,100,100,100,100,0,0,0,0,260,0,0,380,0,0,0,20,20,20,20,20,20,20,300,0,300,0,100,0,0,100,0,20,0,100,400,0,0,100,0,0,0,0,0,0,120,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,100,0,0,0,600,100,100,20,0,0,100,0,360,1000,900,700,500,0,0,0,100,100,0,0,100,0,0,100,0,0,0,600,200,200,100,100,200,300,0,0,400,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Alison Blaire,4676,4676,4676,4676,3596,1264,628,3408,3904,4088,1084,1084,1084,1084,724,504,504,504,504,0,404,504,1200,4,504,700,0,4,0,0,4,20,0,764,540,440,440,340,440,0,620,0,500,500,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,220,0,24,860,20,1144,404,464,44,440,5028,20,444,320,320,320,200,320,400,100,20,244,0,500,500,400,400,300,100,200,100,120,728,0,0,3896,240,304,320,564,644,644,284,264,564,2424,220,4,820,0,100,0,0,200,0,52,0,244,840,700,368,220,100,260,0,0,0,0,420,500,344,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,20,420,1200,620,620,1200,920,520,720,4128,100,0,720,720,800,600,600,1364,520,520,320,320,220,300,100,600,300,404,400,500,200,500,400,20,120,120,420,200,200,0,0,0,0,20,0,200,100,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0
70,Candace Southern,440,440,440,440,420,780,420,104,320,420,664,664,664,664,880,260,260,260,260,4,224,580,104,100,480,104,0,20,200,0,0,4,0,204,204,204,204,204,4,0,104,0,120,120,0,0,0,0,0,0,4,4,4,0,4,0,0,104,100,224,4,0,100,0,140,120,204,104,104,20,816,200,0,0,0,0,0,104,100,0,0,100,100,100,100,100,100,0,100,0,220,0,0,0,0,0,0,100,0,0,0,0,0,0,124,200,100,100,220,100,0,0,0,0,0,120,0,20,0,0,0,0,0,0,0,0,0,0,100,0,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,0,0,100,100,100,0,100,100,560,0,0,0,100,0,0,0,0,0,0,0,0,0,140,140,524,0,0,0,0,0,0,120,0,240,240,240,0,100,100,0,0,0,0,0,0,20,0,0,20,0,0,20,20,0,0,0,0,0,0,220,120,320,0,0,0,0,0,0,0,0,0,0,0,0,100,20,20,100,0,0,0,0,0,0,0,0,0,0,0,0
71,Sage,1304,1304,1224,1224,1224,320,840,304,720,1100,220,220,220,220,320,700,700,700,700,0,0,120,0,0,120,200,0,104,200,0,100,0,100,1604,120,120,120,120,0,0,500,0,0,0,100,100,100,100,100,100,0,0,0,0,0,20,0,0,0,120,0,20,500,20,540,720,1504,304,200,444,200,1604,0,0,0,200,400,0,0,20,320,0,0,0,0,0,0,0,100,0,300,400,0,100,824,0,300,300,500,500,500,500,500,300,4,320,220,320,100,100,200,0,0,0,304,0,904,0,0,500,400,0,220,200,200,200,200,20,0,100,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,100,120,100,100,100,100,100,120,304,0,0,0,0,0,0,0,200,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,20,0,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0
72,Wade Cole,700,700,700,700,600,200,200,300,720,620,220,220,220,220,100,300,300,300,300,0,500,0,500,0,0,500,0,0,400,0,20,0,0,200,120,120,120,120,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,100,0,0,40,0,120,100,200,200,900,320,0,0,1200,1200,1200,100,100,100,100,0,0,0,300,200,200,100,100,0,0,0,0,140,0,0,160,0,0,0,40,40,40,20,20,40,0,200,100,300,0,200,0,0,200,0,20,0,0,400,0,0,0,0,0,0,0,0,0,100,200,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,100,0,0,0,400,200,200,20,0,0,100,0,260,900,900,800,600,0,0,0,100,100,0,0,100,0,0,100,0,0,0,400,100,100,100,200,200,300,0,0,400,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Angelo Macon,700,700,700,700,600,200,200,300,720,620,220,220,220,220,100,300,300,300,300,0,500,0,500,0,0,500,0,0,400,0,20,0,0,200,120,120,120,120,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,100,0,0,40,0,120,100,200,200,900,320,0,0,1200,1200,1200,100,100,100,100,0,0,0,300,200,200,100,100,0,0,0,0,140,0,0,160,0,0,0,40,40,40,20,20,40,0,200,100,300,0,200,0,0,200,0,20,0,0,400,0,0,0,0,0,0,0,0,0,100,200,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,100,0,0,0,400,200,200,20,0,0,100,0,260,900,900,800,600,0,0,0,100,100,0,0,100,0,0,100,0,0,0,400,100,100,100,200,200,300,0,0,400,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Murray Reese,700,700,700,700,600,200,200,300,720,620,220,220,220,220,100,300,300,300,300,0,500,0,500,0,0,500,0,0,400,0,20,0,0,200,120,120,120,120,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,100,0,0,40,0,120,100,200,200,900,320,0,0,1200,1200,1200,100,100,100,100,0,0,0,300,200,200,100,100,0,0,0,0,140,0,0,160,0,0,0,40,40,40,20,20,40,0,200,100,300,0,200,0,0,200,0,20,0,0,400,0,0,0,0,0,0,0,0,0,100,200,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,100,0,0,0,400,200,200,20,0,0,100,0,260,900,900,800,600,0,0,0,100,100,0,0,100,0,0,100,0,0,0,400,100,100,100,200,200,300,0,0,400,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Robert Kelly,820,820,820,820,820,420,620,220,740,820,300,300,300,300,404,520,520,520,520,100,200,0,20,0,200,420,0,120,0,120,0,0,0,500,300,300,300,300,0,0,0,0,0,0,20,20,20,20,20,20,0,4,20,100,0,120,0,0,0,200,100,0,20,0,220,0,600,300,300,200,0,200,100,100,100,804,200,204,0,200,200,220,220,220,200,200,204,100,0,0,0,220,4,0,320,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
